1407:9232,53829,9899,87792,73072,68173,64169,54145,35713,23874
1408:12417,87301,60609,42262,34648,99296,97239,94582,93894,93089
1409:48479,2188,6853,81013,66172,48360,16445,93412,27134,106052
1412:61969,14407,37016,23060,18191,91123,82080,72103,67831,54484
1413:47396,20028,92095,73085,62931,50582,42751,29360,19641,16008
1418:83226,76893,64631,51189,41789,33646,25066,86033,52823,47636
1419:42849,40555,23636,85005,69659,39193,79929,15037,14878,78060
1420:81013,66172,48360,80447,77226,21436,117997,79776,79156,66747
1427:27243,19088,123320,75360,47396,20028,96830,82108,76591,7570
1430:85708,79080,63341,49420,17443,24893,86495,35820,86414,75908
1431:93558,37781,120986,102727,90957,71096,105310,61340,63030,19769
1435:64513,57569,31395,47069,55844,103661,55274,91867,95953,81649
1437:106451,96504,65060,56273,4153,30300,25830,24926,82068,71875
1441:80319,52711,25679,111336,95475,23529,17956,77710,7211,52696
1447:90779,55143,54100,27690,107085,84953,77948,66081,60591,55529
1448:66892,27708,122809,94848,92127,76885,67649,65873,30788,14176
1457:5809,38376,75602,63849,54347,39248,25758,21032,46716,25757
1458:96976,95671,84165,80717,71472,70783,6271,59359,555,48917
1469:99766,88560,79830,74233,69612,69517,56061,43478,25360,118936
1477:89108,56916,44664,92404,102068,95669,85074,84594,44531,41591
1486:56123,8554,42870,101333,61655,49551,4640,16852,80621,3348
1490:85677,97129,62990,57331,14087,44165,102342,91250,70039,42413
1491:24802,34383,13513,71622,58276,117982,53322,67787,65534,58337
1500:83226,76893,64631,51189,41789,33646,25066,97972,96086,85918
1503:20025,90255,66010,119366,48648,45707,109468,122025,121216,56740
1517:95964,95331,80218,27097,111233,99978,99974,950,931,9294
1518:69046,59816,109045,100326,78520,60494,59671,116972,72675,98583
1535:98026,94226,93274,89115,80604,75844,75645,69136,65572,64040
1551:20025,81031,63081,54924,51938,105093,59898,108716,29096,17614
1552:9095,54372,13992,29723,15294,10906,110189,19245,89980,8892
1553:97301,78171,53495,109367,64186,47342,26800,111034,94097,58193
1559:59898,108716,94774,34723,92896,90008,8255,61064,51178,35470
1560:85612,76378,65883,45512,355,100361,43402,25151,99689,88748
1561:91036,7766,35480,24735,21506,115070,106323,10385,102184,85739
1562:35940,32396,29216,6853,48479,92921,76318,119832,105093,97274
1569:61052,5254,69468,92586,9045,28980,2816,1784,14152,11592
1570:22885,92344,78319,35808,35215,119057,117288,114759,85561,17608
1588:97112,91208,80185,50311,46420,10092,41429,109588,301,155
1589:60940,56933,35931,109221,101524,111425,16445,39109,112401,95632
1591:69776,62108
1601:74087,61040,5148,122510,9019,55521,87422,65631,76428,27600
1602:9923,90208,83755,82288,81129,80151,75355,68652,62633,55083
1629:57656,100753,34031,14258,103051,83908,56648,44536,39478,3302
1634:46303,121578,121295,79654,80190,77824,1528,117,111449,862
1642:99766,88560,79830,74233,69612,69517,56061,43478,25360,118936
1653:94781,6853,84591,93598,90338,44234,109689,101156,77987,68165
1654:95034,52353,11769,90510,78119,67405,66018,45226,23634,112936
1655:96647,35859,119832,89403,98107,57615,45141,43175,33314,29131
1668:48614,100887,93774,116007,102756,10237,51851,59898,108716,74898
1681:2895,115641,27523,95818,86287,78405,75377,70191,65363,56889
1703:87421,8274,77068,72786,69312,63036,54696,38032,2186,18156
1721:34700,119968,42441,9154,60527,15334,6662,5957,40513,2231
1727:86183,72475,68712,67482,66593,44516,44336,37552,29094,13388
1728:73635,70126,59562,35305,13044,91406,78574,114518,72100,61160
1745:1312,46554,72332,35397,96330,91836,108605,9377,87239,78626
1746:98596,51979,20434,18493,76573,68129,85991,71832,30624,23490
1751:77962,77171,72313,72045,123343,114843,100566,98749,57144,121635
1756:71222,110669,65302,119728,104540,1733,98365,96281,51875,116654
1758:11549,23406,67534,47844,4370,29803,15144,101988,96218,7750
1761:70173,66480,34319,119401,103292,101433,94836,45169,30210,25716
1767:93412,27134,81013,66172,48360,15650,97994,63772,45680,93469
1779:93631,93097,86913,8635,67185,65741,56748,37843,17395,1674
1780:49329,1675,102096,88524,1772,13960,42440,120791,104391,10246
1783:89036,79360,75746,75277,73060,65035,61271,58377,56980,55741
1787:99305,112476,106593,67123,111440,102016,55725,41402,40304,119630
1788:97760,86841,78033,76038,7138,31179,28855,111749,66616,93125
1794:64998,59403,33129,116515,100753,99053,8078,75184,69001,66963
1796:105093,77987,68165,44526,35940,32396,29216,48479,68760,14563
1803:112917,102294,99403,70467,51986,40960,48479,77682,57041,35384
1820:13392,118116,67660,21958,75158,47889,121938,100695,81111,59016
1821:47720,61949,47333,3468,27278,21420,82000,5615,35334,75925
1822:12337,100753,84998,84234,59978,105169,89403,23457,85125,79587
1823:89581,89284,7490,66158,63550,53876,5238,122528,96647,35859
1840:98107,57615,45141,43175,33314,29131,120236,109720,105657,90510
1841:4175,120453,104617,102252,95304,9512,85271,85234,67330,40022
1842:5064,55929,119560,93307,119031,103171,96234,82668,69185,56235
1850:87706,79625,76259,54202,54048,44448,27204,20591,16603,110501
1853:95836,91265,26087,22752,16923,9338,74469,70174,68137,66464
1854:66652,110621,96494,88632,69222,67090,65116,54379,4666,33633
1862:20028,98742,94752,94087,89349,89326,85371,80573,76150,7114
1880:19904,6352,94816,43507,41259,18105,17606,123223,121036,50668
1883:58000,52156,3245,26263,112249,10139,98107,57615,45141,43175
1890:67371,19905,17276,120268,76457,69065,29150,116752,109757,103781
1891:9224,78611,60546,57639,4038,28633,22648,21401,18078,114719
1893:88263,79931,65916,64950,59389,44593,25131,117610,106161,48614
1894:94357,81807,51488,45535,120952,119549,11638,114684,110727,92095
1911:9127,8345,78658,741,5671,53100,4016,29000,22420,17271
1912:48128,120650,85677,62990,118055,11196,44165,119100,107683,102342
1913:31112,2624,100800,97557,86736,84319,6506,56189,33487,25759
1930:298,45525,96090,103724,73738,6584,114907,40215,23642,13432
1932:113158,44979,41580,40263,32773,18982,12216,50459,29005,91744
1950:90510,78119,66018,45226,23634,112936,107466,106309,88464,74699
1951:98617,87557,59310,122274,6469,6463,62957,53757,53519,48650
1952:5181,63220,50799,119233,59898,108716,79828,54341,42379,2261
2005:98829,84056,64709,118258,10480,82948,63900,63857,57595,55091
2017:58208,47586,44039,23213,13894,123006,11246,107733,101380
2025:5415,91615,56724,41450,36419,20501,15837,10007,23175,3485
2030:81276,57229,12219,118536,96122,69701,611,41251,39633,114049
2034:58219,43115,26838,104789,22904,6186,88494,77758,6484,6125
2038:98469,96695,43814,74977,62981,12222,83894,80607,58203,123030
2046:93654,75233,38488,111815,91537,61664,40137,13667,11199,14117
2058:121818,48197,88234,43327,17944,12597,84615,83082,71705,48176
2068:98284,92705,89226,86829,85084,76768,50903,33203,116868,11384
2070:71222,110669,97606,80186,57686,41050,17664,98365,96281,51875
2071:91369,86843,77288,7152,61723,61328,55015,47434,40536,37885
2072:6352,9776,57321,75257,18638,70363,31412,9806,45171,40134
2074:74546,54776,3981,35705,28403,11600,9555,95445,75010,71481
2075:79530,75650,73493,64660,62201,54963,46168,41118,40251,111944
2077:48479,89048,104160,16445,35940,32396,29216,95343,93208,83051
2080:15174,99565,84859,78286,75492,74577,6850,61586,42102,104605
2085:9755,79463,121725,8054,80918,74783,32300,101914,89092,3551
2097:95249,83692,6452,54111,49689,31255,27166,18421,117817,117670
2112:26418,29720,80381,5592,44191,17537,72038,73149,41369,25312
2115:71876,28368,93568,3129,92550,80223,76994,62194,51323,121866
2116:32424,97394,97276,93309,86411,76395,73970,72904,67611,64630
2123:93412,27134,106052,88848,76767,68310,56076,44305,21100,11553
2135:79589,70820,122224,89873,87889,60698,107492,106397,90109,37809
2141:65080,31978,8870,8252,7680,710,4721,41420,40,3105
2147:99568,89493,4034,27779,22606,21717,18121,94418,67636,3250
2154:72400,38046,15007,14659,44976,93207,74894,98150,8573,102967
2160:65615,68873,53125,24807,119860,101153,74030,27963,122331,114753
2162:83245,7118,58298,109940,35441,116373,18804,95503,75041,62325
2170:41428,88631,29561,28452,102632,93300,79351,72673,69508,52258
2177:8973,59341,49803,46155,84388,6392,5403,85585,80950,6114
2184:78689,57056,14965,2541,32619,8669,85698,84995,32946,25240
2185:7948,67644,66252,60698,106397,7761,59278,13428,12291,94373
2211:82813,62500,44173,101523,9497,19697,19065,10285,96090,78884
2223:98900,94180,87472,79200,78507,7816,77788,76679,76467,70869
2243:58364,95071,88802,16842,20430,91794,89427,79779,77021,38955
2244:123320,93300,33188,82489,56029,48840,101223,100398,58799,85184
2247:87028,81759,79238,60750,41074,18968,53142,5851,75427,9833
2250:71709,22792,49715,9417,5894,5488,5480,45121,34319,25271
2253:92557,57259,22745,119674,112620,34374,104599,66616,86971,4543
2261:91164,89343,46342,32157,118511,97801,96553,90532,83955,78423
2290:66615,61551,29054,16589,121561,105979,80031,51796,18820,93259
2291:70535,2690,93171,74926,14366,81013,66172,48479,48360,5181
2293:116694,83271,54997,53164,21813,45359,69046,59816,109045,100326
2301:97413,94232,85441,83587,82540,78089,65970,48766,42004,27698
2302:64614,103752,16229,98258,482,361,33882,1728,17,70923
2304:18404,103826,20447,93033,95503,75041,62325,36122,110951,42410
2318:99305,112476,106593,67315,91236,89959,85967,85922,72866,62000
2325:111075,73296,72325,59360,14765,118748,115454,111468,92391,83431
2335:23313,115307,105093,92462,92188,16147,106372,102397,83691,6446
2343:67459,6002,53364,50020,28533,26523,26302,19561,15299,10180
2346:89461,84975,80156,79942,78383,71895,66688,64173,49396,39007
2347:78503,109758,90201,24792,14754,100001,2186,7728,100785,95841
2348:75790,112620,78127,102149,83564,41574,41053,3710,30513,115456
2363:9837,70420,52357,85434,84625,15181,102294,47488,41106,28287
2364:100764,88983,103285,94774,93308,86944,79844,76809,39847,30060
2369:93233,38050,51608,60677,56771,18322,12262,119112,44167,36009
2373:1437,35653,48128,46239,45851,44826,117172,83317,82701,38603
2381:93067,44939,50227,17410,12509,69345,120794,85781,84456,69412
2382:83431,70955,13147,111222,13261,111075,35811,34694,77960,49893
2384:82046,40517,18105,19904,42909,108056,50668,78283,57731,34362
2385:54093,56901,52880,49642,37991,23237,110255,26582,121971,97754
2393:5526,48523,80758,111095,103911,45901,90443,82300,80149,75211
2394:35940,32396,29216,2188,91694,84711,81337,76026,71157,5438
2395:77987,68165,44526,63883,31228,16176,14658,120311,106103,81600
2399:72337,56545,69320,102983,95997,86432,84505,54716,32355,21261
2405:58799,77769,40067,11176,100198,73337,4852,95340,78584,35467
2407:97627,72003,69292,68994,65710,62481,58396,58021,55632,51154
2408:97514,96887,96861,95573,94468,94374,94227,93389,92821,92514
2419:94097,36009,2447,11132,840,7350,45042,29218,28512,15337
2429:30913,106448,41383,40846,18820,115143,112262,25585,112730,110822
2447:73635,28862,79844,78567,23765,119671,65814,44048,11168,122025
2452:24481,10127,2282,12832,95533,8349,77590,698,6387,48061
2453:71417,29657,23740,925,78361,68631,596,56244,5523,50818
2454:59866,24235,22262,110925,40555,85005,108393,36346,35416,33562
2456:90116,60209,59691,44136,82152,63684,47912,47488,38071,28862
2461:5333,103607,47396,20028,78511,61487,45205,3069,91036,7766
2464:80447,93412,27134,106052,81013,66172,48360,93469,67883,108153
2465:73635,13044,78574,5497,47855,114518,111639,7768,61337,59042
2469:70414,96686,69514,43784,121328,106342,105420,98829,84056,64709
2489:86161,71064,28948,13813,51061,9074,76917,68014,37366,33450
2491:2319
2499:7083,92989,103105,96486,94888,81714,48755,33736,99157,94428
2500:67702,44949,38004,3051,43165,118975,115777,75204,44887,38125
2501:46762,93856,81132,54103,73527,6674,49805,42311,1501,9473
2505:20883,101911,82157,104945,10001,111253,89965,8711,84745,79670
2510:78362,72788,6311,3650,23902,87193,79435,67566,66889,112377
2515:37186,71742,59271,45221,36007,107075,80497,23413,95532,57764
2518:93903,89611,113310,113437,65769,64518,63861,50964,40813,18875
2520:89858,79877,7431,118054,104389,86033,52823,47636,29020,103445
2521:98796,3823,72582,61975,49311,23487,122629,118100,86751,117764
2524:90275,8425,8108,74828,62394,59764,56576,34807,113238,103591
2536:78584,35467,70727,67617,43553,112297,92182,88149,48372,24132
2541:6853,101911,73560,48210,81099,46567,97364,96939,90665,86840
2547:27535,67346,46191,90121,89762,74159,50066,12121,120055,106584
2553:94942,94715,946,92887,92848,88547,85779,82341,82329,81619
2558:99502,97487,80157,75250,59307,52216,50457,46918,39764,35526
2560:70865,67265,47820,33728,104389,87016,68704,63580,42243,112501
2563:95340,100753,98829,84056,64709,118258,10480,67473,47021,78584
2573:87229,117688,109491,83089,23524,113525,4046,97274,98892,95527
2591:85028,6396,47571,83373,49946,115240,113764,89265,13224,77798
2596:91495,57190,12034,54094,31510,18740,115555,87062,57271,46430
2597:98888,93073,82039,80282,75342,73786,72952,58319,56529,5642
2601:31221,15675,122655,120390,54950,51616,46809,43000,33871,20804
2604:99188,51505,49890,33152,99389,36126,71599,88507,57239,42122
2611:65406,61288,115175,52986,108412,94779,83756,64784,55923,93468
2612:67315,94984,86631,85804,62684,56305,42448,32290,96864,93210
2615:61411,106085,23744,60395,101612,69919,63403,58859,10359,94059
2625:99182,95000,33465,14290,97794,9377,92603,85733,83493,73697
2626:81097,50406,9442,27413,112580,92192,55003,44994,24522,103091
2634:72608,69473,108869,77334,25082,86978,85881,83929,71850,61090
2636:89757,8953,56947,43097,115449,73593,39849,119298,80034,5497
2639:89595,72710,7182,50744,41626,115669,35688,26621,81729,75057
2650:97607,90235,33609,103650,6337,56125,44959,37242,28502,12968
2661:96152,94661,93018,84007,83649,80081,80046,79825,73437,69723
2663:59567,11349,103143,96497,95286,92369,88416,6826,63502,62994
2666:80566,70226,53072,52978,29459,111284,80464,69937,13870,29848
2676:73218,95375,94649,12821,114433,73046,64021,43370,40783,38352
2689:121358,9251,11732,98994,82582,58918,54250,51366,36135,36073
2693:3419,118736,27905,13476,87170,80951,70055,40454,27289,12731
2708:97853,85608,73940,61179,59147,48897,33149,22423,119295,119279
2709:96976,95671,8786,8687,84165,80717,80439,71472,6271,61939
2713:67524,5677,783,77478,68624,57578,55527,53748,24400,16638
2715:96807,94648,103428,9698,84072,61747,5697,48554,47721,43099
2716:56430,99299,1460,76547,550,16542,13400,74135,67420,661
2727:91953,85511,59561,61337,58183,33991,121971,96978,96283,70040
2730:98396,96362,80008,79534,75785,61190,5133,45528,23886,98977
2731:93558,37781,120986,102727,81013,66172,48360,5281,15803,73635
2734:20090,8981,5433,97618,7104,5550,115266,6249,7029,61231
2735:121651,85355,97401,77087,63980,29932,29558,23605,21159,44242
2737:73995,54486,45992,118173,107139,79519,53881,121145,103178,77499
2745:53025,43000,115190,88615,82638,74222,72611,10404,95220,94375
2746:67880,7687,20922,13987,47738,22338,35685,32863,13137,38773
2748:7320,42057,43178,32514,113729,4908,19923,19872,1822,17582
2756:116615,115645,21561,23053,99466,7330,105056,102840,75604,38052
2760:78574,114518,17691,14594,43752,118641,73635,93469,48479,99252
2799:97366,90074,86200,82471,74056,70875,67262,66784,53711,50382
2802:64672,20791,11436,110317,87540,87213,53525,36693,34914,27163
2803:88529,2595,2074,11718,97817,94755,670,347,33572,19829
2804:81890,78123,30897,28520,19656,122908,110597,107669,55544,92202
2805:58,3191,3014,79592,4707,23495,89646,65176,58156,53520
2812:92103,66042,47219,22825,48479,84591,57909,37803,3363,23387
2815:66755,85234,44088,3438,3191,27295,10597,54264,113336,110923
2827:83815,30074,67110,87062,57271,46430,62155,33499,100468,77873
